i, iplusone, time, distance
131, 132, 0.763729476928711, 31
132, 133, 0.779114842414856, 35
133, 134, 0.7928750276565552, 33
134, 135, 0.8062425374984741, 29
135, 136, 0.8202085494995117, 29
136, 137, 0.8673796653747559, 35
137, 138, 1.2167434215545654, 101
138, 139, 1.642006015777588, 33
139, 140, 1.6640470981597901, 31
140, 141, 1.6647421836853027, 27
141, 142, 1.6713275909423828, 29
142, 143, 1.696016550064087, 31
143, 144, 1.7453262329101562, 33
144, 145, 1.7511139392852784, 33
145, 146, 1.7791263580322265, 37
146, 147, 1.7744426250457763, 27
147, 148, 1.7786404848098756, 29
148, 149, 1.8417686462402343, 31
149, 150, 1.8599230289459228, 33
150, 151, 1.908290195465088, 37
151, 152, 1.9381139278411865, 37
152, 153, 1.9952607154846191, 43
153, 154, 2.0308218479156492, 45
154, 155, 2.120051455497742, 47
155, 156, 2.0834839582443236, 49
156, 157, 2.1637277126312258, 47
157, 158, 2.2033042430877687, 53
158, 159, 2.1800662517547607, 47
159, 160, 2.205082392692566, 55
160, 161, 2.252073121070862, 49
161, 162, 2.2713834285736083, 51
162, 163, 2.3032368659973144, 43
163, 164, 2.3626123428344727, 49
164, 165, 2.442867875099182, 45
165, 166, 2.4722846031188963, 47
166, 167, 2.5177661418914794, 51
167, 168, 2.579896426200867, 55
168, 169, 2.6466144323349, 51
169, 170, 2.676042652130127, 53
170, 171, 2.70137197971344, 51
171, 172, 2.762944483757019, 47
172, 173, 2.745380139350891, 47
173, 174, 2.802201747894287, 49
174, 175, 2.8376067638397218, 47
175, 176, 2.946116065979004, 51
176, 177, 2.868926501274109, 51
177, 178, 2.896545672416687, 57
178, 179, 2.975138521194458, 55
179, 180, 2.9686596393585205, 55
180, 181, 2.995090961456299, 57
181, 182, 3.0387648344039917, 59
182, 183, 3.07926025390625, 55
183, 184, 3.102397990226746, 57
184, 185, 3.194654870033264, 59
185, 186, 3.2115062713623046, 61
186, 187, 3.216090273857117, 57
187, 188, 3.25828104019165, 59
188, 189, 3.3054652214050293, 55
189, 190, 3.3540803670883177, 59
190, 191, 3.4314175605773927, 63
191, 192, 3.5606390953063967, 63
192, 193, 3.5740394830703734, 65
193, 194, 3.6107343196868897, 65
194, 195, 3.6874382972717283, 67
195, 196, 3.6903255939483643, 61
196, 197, 3.740989327430725, 63
197, 198, 3.7836384057998655, 65
198, 199, 3.8425173997879027, 65
199, 200, 4.150181889533997, 65
200, 201, 4.0667176961898805, 61
201, 202, 3.959504818916321, 63
202, 203, 4.048765373229981, 65
203, 204, 4.053649377822876, 65
204, 205, 4.114350271224976, 67
205, 206, 4.172027111053467, 65
206, 207, 4.239854216575623, 67
207, 208, 4.23766393661499, 69
208, 209, 4.288886094093323, 71
209, 210, 4.354052472114563, 61
210, 211, 4.38047468662262, 63
211, 212, 4.45976574420929, 65
212, 213, 4.489826130867004, 67
213, 214, 4.552617597579956, 65
214, 215, 4.604378819465637, 67
215, 216, 4.673095345497131, 69
216, 217, 4.691947889328003, 71
217, 218, 4.933793950080871, 69
218, 219, 4.815873217582703, 71
219, 220, 4.81940381526947, 61
220, 221, 4.742855763435363, 49
221, 222, 4.794276857376099, 49
222, 223, 4.884382271766663, 51
223, 224, 4.87330014705658, 51
224, 225, 4.8622888088226315, 53
225, 226, 4.89091203212738, 55
226, 227, 5.03193507194519, 55
227, 228, 5.13508825302124, 53
228, 229, 5.181135630607605, 57
229, 230, 5.219433283805847, 55
230, 231, 5.30569863319397, 57
231, 232, 5.324754762649536, 59
232, 233, 5.329737973213196, 59
233, 234, 5.396990036964416, 57
234, 235, 5.666839456558227, 57
235, 236, 5.57528076171875, 61
236, 237, 5.574866604804993, 75
237, 238, 5.574723744392395, 59
238, 239, 5.647783279418945, 63
239, 240, 5.614978075027466, 59
240, 241, 5.677230286598205, 55
241, 242, 5.829404497146607, 43
242, 243, 5.915869522094726, 45
243, 244, 5.884549975395203, 53
244, 245, 5.939911890029907, 41
245, 246, 6.036471438407898, 65
246, 247, 6.08856463432312, 47
247, 248, 6.134175205230713, 49
248, 249, 6.184550666809082, 49
249, 250, 6.2374779224395756, 51
250, 251, 6.300762438774109, 53
251, 252, 6.447177910804749, 53
252, 253, 6.726998949050904, 61
253, 254, 6.6552910804748535, 51
254, 255, 6.6969815492630005, 55
255, 256, 6.784801721572876, 57
256, 257, 7.077869558334351, 57
257, 258, 6.869015574455261, 77
258, 259, 6.949022245407105, 55
259, 260, 7.014127135276794, 55
260, 261, 7.059066700935364, 57
261, 262, 7.062002444267273, 57
262, 263, 7.0423516750335695, 61
263, 264, 7.221989464759827, 61
264, 265, 7.313090968132019, 63
265, 266, 7.634467101097107, 51
266, 267, 7.708575868606568, 47
267, 268, 7.944231462478638, 51
268, 269, 7.67137496471405, 53
269, 270, 7.731811380386352, 57
270, 271, 7.88934588432312, 55
271, 272, 7.800027394294739, 55
272, 273, 7.863266825675964, 53
273, 274, 7.89228093624115, 53
274, 275, 7.977950978279114, 51
275, 276, 8.382820558547973, 51
276, 277, 8.162155246734619, 53
277, 278, 8.170252108573914, 55
278, 279, 8.242248106002808, 55
279, 280, 8.35374608039856, 57
280, 281, 8.364923906326293, 57
281, 282, 8.471634483337402, 55
282, 283, 8.503450560569764, 57
283, 284, 8.58462839126587, 57
284, 285, 11.180278873443603, 65
285, 286, 8.790879511833191, 61
286, 287, 8.732528924942017, 51
287, 288, 8.864582753181457, 65
288, 289, 8.967901945114136, 69
289, 290, 9.090430045127869, 59
290, 291, 9.137109398841858, 69
291, 292, 9.125786113739014, 55
292, 293, 9.25157036781311, 71
293, 294, 9.339425206184387, 73
294, 295, 9.387978076934814, 61
295, 296, 9.514336943626404, 59
296, 297, 9.538908529281617, 61
297, 298, 9.597204613685609, 63
298, 299, 9.739142966270446, 61
299, 300, 9.733471441268922, 63
300, 301, 9.794173741340638, 65
301, 302, 9.882651042938232, 71
302, 303, 9.952572774887084, 65
303, 304, 10.016097521781921, 73
304, 305, 10.066163420677185, 61
305, 306, 10.148701667785645, 65
306, 307, 10.585869693756104, 69
307, 308, 10.301337480545044, 81
308, 309, 10.454253363609315, 73
309, 310, 10.416725349426269, 61
310, 311, 10.489335584640504, 59
311, 312, 10.611999583244323, 59
312, 313, 10.659379410743714, 61
313, 314, 10.744132137298584, 67
314, 315, 10.95508852005005, 77
315, 316, 10.922591400146484, 67
316, 317, 11.015619492530822, 69
317, 318, 11.12774887084961, 77
318, 319, 11.175092840194703, 73
319, 320, 11.122771215438842, 63
320, 321, 11.13889284133911, 69
321, 322, 11.394338870048523, 65
322, 323, 11.291979646682739, 69
323, 324, 12.021232056617738, 65
324, 325, 17.004397368431093, 67
325, 326, 12.029908704757691, 63
326, 327, 12.31694049835205, 63
327, 328, 12.586224102973938, 89
328, 329, 15.004943871498108, 77
329, 330, 16.211123728752135, 57
330, 331, 12.985950541496276, 59
331, 332, 13.018363356590271, 71
332, 333, 13.271785998344422, 61
333, 334, 13.144422364234924, 67
334, 335, 13.208358716964721, 85
335, 336, 13.297317290306092, 79
336, 337, 13.484113621711732, 65
337, 338, 13.58694567680359, 69
338, 339, 13.715100026130676, 67
339, 340, 13.686671447753906, 69
340, 341, 14.235506725311279, 85
341, 342, 13.898212575912476, 73
342, 343, 13.981782341003418, 71
