files, times
89_Adeno_E3_CR1.phy, 1.154876470565796
214_Arena_glycoprot.phy, 25.9326593875885
304_A1_Propeptide.phy, 97.08338284492493
401_DDE.phy, 309.9372878074646
494_Astro_capsid.phy, 673.1710770130157
608_Gemini_AL2.phy, 1440.750722169876
777_Gemini_V1.phy, 3777.9176139831543
877_Glu_synthase.phy, 5931.679894447327
1347_FAINT.phy, 31877.47610616684
1493_Fe-ADH.phy, 47907.77636170387
1560_Ferritin.phy, 57940.25156068802
